"","state","year","date","overall_max","so_max","gi_max","so_marriage_max","so_relationships_max","so_adoption_max","so_discrimination_max","so_religion_max","so_youth_max","so_health_safety_max","so_healthcare_max","so_crime_max","so_identity_max","gi_marriage_max","gi_relationships_max","gi_adoption_max","gi_discrimination_max","gi_religion_max","gi_youth_max","gi_health_safety_max","gi_healthcare_max","gi_crime_max","gi_identity_max","all_marriage_max","all_relationships_max","all_adoption_max","all_discrimination_max","all_religion_max","all_youth_max","all_health_safety_max","all_healthcare_max","all_crime_max","all_identity_max","overall","so","gi","so_marriage","so_relationships","so_adoption","so_discrimination","so_religion","so_youth","so_health_safety","so_healthcare","so_crime","so_identity","gi_marriage","gi_relationships","gi_adoption","gi_discrimination","gi_religion","gi_youth","gi_health_safety","gi_healthcare","gi_crime","gi_identity","all_marriage","all_relationships","all_adoption","all_discrimination","all_religion","all_youth","all_health_safety","all_healthcare","all_crime","all_identity","so_theme1_relationships_max","so_theme2_nondisc_max","so_theme3_identity_max","so_theme4_youth_max","so_theme5_healthcrim_max","gi_theme1_relationships_max","gi_theme2_nondisc_max","gi_theme3_identity_max","gi_theme4_youth_max","gi_theme5_healthcrim_max","theme1_relationships_max","theme2_nondisc_max","theme3_identity_max","theme4_youth_max","theme5_healthcrim_max","so_theme1_relationships","so_theme2_nondisc","so_theme3_identity","so_theme4_youth","so_theme5_healthcrim","gi_theme1_relationships","gi_theme2_nondisc","gi_theme3_identity","gi_theme4_youth","gi_theme5_healthcrim","theme1_relationships","theme2_nondisc","theme3_identity","theme4_youth","theme5_healthcrim","so_theme1_relationships_ord","so_theme2_nondisc_ord","so_theme3_identity_ord","so_theme4_youth_ord","so_theme5_healthcrim_ord","gi_theme1_relationships_ord","gi_theme2_nondisc_ord","gi_theme3_identity_ord","gi_theme4_youth_ord","gi_theme5_healthcrim_ord","theme1_relationships_ord","theme2_nondisc_ord","theme3_identity_ord","theme4_youth_ord","theme5_healthcrim_ord","overall_ord","so_ord","gi_ord","Region"
"73","Massachusetts",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,27,14.5,12.5,1,5,0,4.5,0,2.25,1.75,0,0,0,0,0,0,4.5,0,2.25,3.75,0,0,2,1,5,0,9,0,4.5,5.5,0,0,2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,6,4.5,0,2.25,1.75,0,4.5,2,2.25,3.75,6,9,2,4.5,5.5,"High","High",NA,"Medium","Medium","Low","High","Medium","Medium","High","Medium","High","Medium","Medium","Medium","High","High","Medium","Northeast"
"74","Michigan",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,4,3,1,1,1,0,0.5,-0.25,0.25,0.5,0,0,0,0,0,0,0.5,-0.25,0.25,1,0,0,-0.5,1,1,0,1,-0.5,0.5,1.5,0,0,-0.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,0.25,0,0.25,0.5,0,0.25,-0.5,0.25,1,2,0.5,-0.5,0.5,1.5,"Fair","Low",NA,"Low","Low","Low","Low","Negative","Low","Low","Low","Low","Negative","Low","Low","Low","Low","Low","Midwest"
"75","Minnesota",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,24.75,12,12.75,1,2,0,4.5,0,2.5,2,0,0,0,0,0,0,4.5,0,2.25,4.5,0,0,1.5,1,2,0,9,0,4.75,6.5,0,0,1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,4.5,0,2.5,2,0,4.5,1.5,2.25,4.5,3,9,1.5,4.75,6.5,"Fair","High",NA,"Medium","Medium","Low","High","Medium","Medium","High","Fair","High","Medium","Medium","High","Medium","Medium","Medium","Midwest"
"76","Mississippi",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,0,0.5,-0.5,1,1.5,0,0,-1.25,-0.25,-0.5,0,0,0,0,0,0,0,-0.75,-0.25,-1,0,0,1.5,1,1.5,0,0,-2,-0.5,-1.5,0,0,1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,-1.25,0,-0.25,-0.5,0,-0.75,1.5,-0.25,-1,2.5,-2,1.5,-0.5,-1.5,"Fair","Negative",NA,"Negative","Negative","Low","Negative","Medium","Negative","Negative","Fair","Negative","Medium","Negative","Negative","Low","Low","Negative","South"
"77","Missouri",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.75,3.75,0,1,1,0,1.25,-0.25,-0.25,1,0,0,0,0,0,0,0.75,-0.25,-0.5,0,0,0,0,1,1,0,2,-0.5,-0.75,1,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,1,0,-0.25,1,0,0.5,0,-0.5,0,2,1.5,0,-0.75,1,"Fair","Fair",NA,"Negative","Fair","Low","Low","Low","Negative","Low","Low","Low","Low","Negative","Low","Low","Low","Low","Midwest"
"78","Montana",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,2.75,3.25,-0.5,1,2,0,0.5,0,0.25,-0.5,0,0,0,0,0,0,0.5,0,0,1,0,0,-2,1,2,0,1,0,0.25,0.5,0,0,-2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,0.5,0,0.25,-0.5,0,0.5,-2,0,1,3,1,-2,0.25,0.5,"Fair","Low",NA,"Low","Negative","Low","Low","Negative","Low","Low","Fair","Low","Negative","Low","Low","Low","Low","Negative","West"
"79","Nebraska",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-0.5,3,-3.5,1,1.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,-2,0,0,-1.5,1,1.5,0,0,0,0,-1.5,0,0,-1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0,0,0,0.5,0,0,-1.5,0,-2,2.5,0,-1.5,0,-1.5,"Fair","Low",NA,"Low","Low","Low","Low","Negative","Low","Negative","Fair","Low","Negative","Low","Negative","Negative","Low","Negative","Midwest"
"80","Nevada",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,23,12,11,1,2.5,0,3.5,0,2.5,2.5,0,0,0,0,0,0,3.5,0,2.5,3.5,0,0,1.5,1,2.5,0,7,0,5,6,0,0,1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3.5,3.5,0,2.5,2.5,0,3.5,1.5,2.5,3.5,3.5,7,1.5,5,6,"Fair","High",NA,"Medium","High","Low","High","Medium","Medium","Medium","Fair","High","Medium","Medium","High","Medium","Medium","Medium","West"
"81","New Hampshire",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,11.25,7.5,3.75,1,1,0,3.5,0,1.25,0.75,0,0,0,0,0,0,0,0,1,1.25,0,0,1.5,1,1,0,3.5,0,2.25,2,0,0,1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,3.5,0,1.25,0.75,0,0,1.5,1,1.25,2,3.5,1.5,2.25,2,"Fair","High",NA,"Fair","Fair","Low","Low","Medium","Fair","Fair","Low","Medium","Medium","Fair","Fair","Fair","Fair","Low","Northeast"
"82","New Jersey",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,27.5,15.75,11.75,1,5.5,0,4.5,0,3.25,1.5,0,0,0,0,2,0,4.5,0,3.25,3,0,0,-1,1,7.5,0,9,0,6.5,4.5,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,6.5,4.5,0,3.25,1.5,2,4.5,-1,3.25,3,8.5,9,-1,6.5,4.5,"High","High",NA,"High","Medium","High","High","Negative","High","Medium","High","High","Negative","High","Medium","High","High","Medium","Northeast"
"83","New Mexico",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,18.25,11.75,6.5,1,2.5,0,4.5,-0.25,2.5,1.5,0,0,0,0,0,0,4.5,-0.25,1.25,1,0,0,0,1,2.5,0,9,-0.5,3.75,2.5,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3.5,4.25,0,2.5,1.5,0,4.25,0,1.25,1,3.5,8.5,0,3.75,2.5,"Fair","High",NA,"Medium","Medium","Low","High","Low","Fair","Low","Fair","High","Low","Medium","Fair","Medium","Medium","Fair","West"
"84","New York",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,27.25,16,11.25,1,5.5,0,4.5,0,2.5,2.5,0,0,0,0,0,0,4.5,0,2.25,3,0,0,1.5,1,5.5,0,9,0,4.75,5.5,0,0,1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,6.5,4.5,0,2.5,2.5,0,4.5,1.5,2.25,3,6.5,9,1.5,4.75,5.5,"High","High",NA,"Medium","High","Low","High","Medium","Medium","Medium","Medium","High","Medium","Medium","Medium","High","High","Medium","Northeast"
"85","North Carolina",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,4.25,4.25,0,1,1.5,0,0.5,-0.25,1,0.5,0,0,0,0,0,0,0.5,0,1,0.5,0,0,-2,1,1.5,0,1,-0.25,2,1,0,0,-2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0.25,0,1,0.5,0,0.5,-2,1,0.5,2.5,0.75,-2,2,1,"Fair","Low",NA,"Fair","Low","Low","Low","Negative","Fair","Low","Fair","Low","Negative","Fair","Low","Low","Low","Low","South"
"86","North Dakota",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-0.25,2,-2.25,1,1,0,0,-0.25,0.25,0,0,0,0,0,0,0,0,-0.25,0,-1,0,0,-1,1,1,0,0,-0.5,0.25,-1,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,-0.25,0,0.25,0,0,-0.25,-1,0,-1,2,-0.5,-1,0.25,-1,"Fair","Negative",NA,"Low","Low","Low","Negative","Negative","Low","Negative","Low","Negative","Negative","Low","Negative","Negative","Low","Negative","Midwest"
"87","Ohio",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,1.75,3.25,-1.5,1,1.5,0,0.5,0,0.25,0,0,0,0,0,0,0,0.5,0,0,-1.5,0,0,-0.5,1,1.5,0,1,0,0.25,-1.5,0,0,-0.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0.5,0,0.25,0,0,0.5,-0.5,0,-1.5,2.5,1,-0.5,0.25,-1.5,"Fair","Low",NA,"Low","Low","Low","Low","Negative","Low","Negative","Fair","Low","Negative","Low","Negative","Low","Low","Negative","Midwest"
"88","Oklahoma",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,0.5,2.75,-2.25,1,2.5,0,0,-0.25,-0.5,0,0,0,0,0,0,0,0,-0.25,-0.5,-0.5,0,0,-1,1,2.5,0,0,-0.5,-1,-0.5,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3.5,-0.25,0,-0.5,0,0,-0.25,-1,-0.5,-0.5,3.5,-0.5,-1,-1,-0.5,"Fair","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Negative","Fair","Negative","Negative","Negative","Negative","Low","Low","Negative","South"
"89","Oregon",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,28.75,14.5,14.25,1,4.5,0,3.5,0,3.25,2.25,0,0,0,0,0,0,3.5,0,3,4.75,0,0,3,1,4.5,0,7,0,6.25,7,0,0,3,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,5.5,3.5,0,3.25,2.25,0,3.5,3,3,4.75,5.5,7,3,6.25,7,"Medium","High",NA,"High","High","Low","High","High","High","High","Medium","High","High","High","High","High","High","High","West"
"90","Pennsylvania",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,11.25,5.75,5.5,1,2,0,1.25,-0.25,1.25,0.5,0,0,0,0,0,0,1.25,-0.25,0,2.5,0,0,2,1,2,0,2.5,-0.5,1.25,3,0,0,2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3,1,0,1.25,0.5,0,1,2,0,2.5,3,2,2,1.25,3,"Fair","Fair",NA,"Fair","Low","Low","Fair","Medium","Low","Medium","Fair","Fair","Medium","Low","Fair","Fair","Fair","Fair","Northeast"
"91","Rhode Island",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,30.25,15.75,14.5,1,5,0,4.5,-0.25,2.5,3,0,0,0,0,2,0,4.5,-0.25,2.25,5,0,0,1,1,7,0,9,-0.5,4.75,8,0,0,1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,6,4.25,0,2.5,3,2,4.25,1,2.25,5,8,8.5,1,4.75,8,"High","High",NA,"Medium","High","High","High","Fair","Medium","High","High","High","Fair","Medium","High","High","High","High","Northeast"
"92","South Carolina",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,0,1.25,-1.25,1,1.5,0,0,-0.25,-0.5,-0.5,0,0,0,0,0,0,0,-0.25,-0.5,-0.5,0,0,0,1,1.5,0,0,-0.5,-1,-1,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,-0.25,0,-0.5,-0.5,0,-0.25,0,-0.5,-0.5,2.5,-0.5,0,-1,-1,"Fair","Negative",NA,"Negative","Negative","Low","Negative","Low","Negative","Negative","Fair","Negative","Low","Negative","Negative","Low","Low","Negative","South"
"93","South Dakota",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-0.5,1,-1.5,1,1,0,0,-0.25,-0.25,-0.5,0,0,0,0,0,0,0,-0.25,-0.25,-0.5,0,0,-0.5,1,1,0,0,-0.5,-0.5,-1,0,0,-0.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,-0.25,0,-0.25,-0.5,0,-0.25,-0.5,-0.25,-0.5,2,-0.5,-0.5,-0.5,-1,"Fair","Negative",NA,"Negative","Negative","Low","Negative","Negative","Negative","Negative","Low","Negative","Negative","Negative","Negative","Negative","Low","Negative","Midwest"
"94","Tennessee",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-1.5,2.25,-3.75,1,1.5,0,-0.5,-0.5,0.25,0.5,0,0,0,0,0,0,-0.5,-0.5,0.25,-2,0,0,-1,1,1.5,0,-1,-1,0.5,-1.5,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,-1,0,0.25,0.5,0,-1,-1,0.25,-2,2.5,-2,-1,0.5,-1.5,"Fair","Negative",NA,"Low","Low","Low","Negative","Negative","Low","Negative","Fair","Negative","Negative","Low","Negative","Negative","Low","Negative","South"
"95","Texas",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.5,3.75,-0.25,1,1.5,0,0.5,-0.5,-0.5,1.75,0,0,0,0,0,0,0.5,-0.5,-0.5,0.25,0,0,0,1,1.5,0,1,-1,-1,2,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0,0,-0.5,1.75,0,0,0,-0.5,0.25,2.5,0,0,-1,2,"Fair","Low",NA,"Negative","Medium","Low","Low","Low","Negative","Low","Fair","Low","Low","Negative","Fair","Low","Low","Negative","South"
"96","Utah",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,9.25,5.5,3.75,1,1,0,2.5,-0.25,1.25,0,0,0,0,0,0,0,2.5,0,0.25,0,0,0,1,1,1,0,5,-0.25,1.5,0,0,0,1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,2.25,0,1.25,0,0,2.5,1,0.25,0,2,4.75,1,1.5,0,"Fair","Medium",NA,"Fair","Low","Low","Medium","Fair","Low","Low","Low","Medium","Fair","Low","Low","Fair","Fair","Low","West"
"97","Vermont",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,27.5,13.75,13.75,1,2.5,0,4.5,0,3.25,2.5,0,0,0,0,0,0,4.5,0,3.25,4,0,0,2,1,2.5,0,9,0,6.5,6.5,0,0,2,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,3.5,4.5,0,3.25,2.5,0,4.5,2,3.25,4,3.5,9,2,6.5,6.5,"Fair","High",NA,"High","High","Low","High","Medium","High","High","Fair","High","Medium","High","High","High","High","High","Northeast"
"98","Virginia",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,2.5,2,0.5,1,1,0,0.5,-0.5,0,0,0,0,0,0,0,0,0.5,-0.5,0,-0.5,0,0,1,1,1,0,1,-1,0,-0.5,0,0,1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,0,0,0,0,0,0,1,0,-0.5,2,0,1,0,-0.5,"Fair","Low",NA,"Low","Low","Low","Low","Fair","Low","Negative","Low","Low","Fair","Low","Negative","Low","Low","Low","South"
"99","Washington",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,27.5,13.25,14.25,1,3.5,0,4.5,0,2.25,2,0,0,0,0,0,0,4.5,0,2.25,4.5,0,0,3,1,3.5,0,9,0,4.5,6.5,0,0,3,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,4.5,4.5,0,2.25,2,0,4.5,3,2.25,4.5,4.5,9,3,4.5,6.5,"Medium","High",NA,"Medium","Medium","Low","High","High","Medium","High","Fair","High","High","Medium","High","High","Medium","High","West"
"100","West Virginia",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.5,4,-0.5,1,1.5,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,-0.5,0,0,0,1,1.5,0,0,0,1,0,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,0,0,1,0.5,0,0,0,0,-0.5,2.5,0,0,1,0,"Fair","Low",NA,"Fair","Low","Low","Low","Low","Low","Negative","Fair","Low","Low","Low","Low","Low","Low","Negative","South"
"101","Wisconsin",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,8.75,10.75,-2,1,4,0,3.5,0,1.25,1,0,0,0,0,0,0,0,0,0,-1.5,0,0,-0.5,1,4,0,3.5,0,1.25,-0.5,0,0,-0.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,5,3.5,0,1.25,1,0,0,-0.5,0,-1.5,5,3.5,-0.5,1.25,-0.5,"Medium","High",NA,"Fair","Fair","Low","Low","Negative","Low","Negative","Medium","Medium","Negative","Low","Negative","Fair","Medium","Negative","Midwest"
"102","Wyoming",2018,"2018-01-04T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,0.25,2.75,-2.5,1,1,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,-1,0,0,-1.5,1,1,0,0,0,0.25,-0.5,0,0,-1.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,0,0,0.25,0.5,0,0,-1.5,0,-1,2,0,-1.5,0.25,-0.5,"Fair","Low",NA,"Low","Low","Low","Low","Negative","Low","Negative","Low","Low","Negative","Low","Negative","Low","Low","Negative","West"
"103","Alabama",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,-3.5,-0.75,-2.75,1,0,0,0,-0.75,-0.5,-0.5,0,0,0,0,0,0,0,-0.75,-0.5,-0.5,0,0,-1,1,0,0,0,-1.5,-1,-1,0,0,-1,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,1,-0.75,0,-0.5,-0.5,0,-0.75,-1,-0.5,-0.5,1,-1.5,-1,-1,-1,"Low","Negative",NA,"Negative","Negative","Low","Negative","Negative","Negative","Negative","Low","Negative","Negative","Negative","Negative","Negative","Negative","Negative","South"
"104","Alaska",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,4.25,3.25,1,1,1,0,1.25,0,0,0,0,0,0,0,0,0,0.75,0,0,-1,0,0,1.25,1,1,0,2,0,0,-1,0,0,1.25,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2,1.25,0,0,0,0,0.75,1.25,0,-1,2,2,1.25,0,-1,"Fair","Fair",NA,"Low","Low","Low","Low","Fair","Low","Negative","Low","Fair","Fair","Low","Negative","Low","Low","Low","West"
"105","Arizona",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,3.75,4.75,-1,1,1.5,0,1.25,-0.25,-0.5,1.75,0,0,0,0,0,0,0.75,-0.25,-0.5,-0.25,0,0,-0.75,1,1.5,0,2,-0.5,-1,1.5,0,0,-0.75,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,1,0,-0.5,1.75,0,0.5,-0.75,-0.5,-0.25,2.5,1.5,-0.75,-1,1.5,"Fair","Fair",NA,"Negative","Medium","Low","Low","Negative","Negative","Negative","Fair","Low","Negative","Negative","Low","Low","Fair","Negative","West"
"106","Arkansas",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,2,2.75,-0.75,1,1.5,0,-0.5,-0.25,1,0,0,0,0,0,0,0,-0.5,-0.25,1,-1,0,0,0,1,1.5,0,-1,-0.5,2,-1,0,0,0,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,2.5,-0.75,0,1,0,0,-0.75,0,1,-1,2.5,-1.5,0,2,-1,"Fair","Negative",NA,"Fair","Low","Low","Negative","Low","Fair","Negative","Fair","Negative","Low","Fair","Negative","Low","Low","Negative","South"
"107","California",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,34,16.5,17.5,1,6,0,3.5,0,3.5,2.5,0,0,0,0,2,0,3.5,0,3.5,4.5,0,0,4,1,8,0,7,0,7,7,0,0,4,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,7,3.5,0,3.5,2.5,2,3.5,4,3.5,4.5,9,7,4,7,7,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","West"
"108","Colorado",2019,"2019-01-16T00:00:00Z",35,17.75,17.25,1,7,0,4.5,-1.25,3.5,3,0,0,0,0,2,0,4.5,-0.75,3.5,5,0,0,3,1,9,0,9,-2,7,8,0,0,3,24.5,13.25,11.25,1,3,0,4.5,0,2.25,2.5,0,0,0,0,0,0,4.5,0,2.25,4,0,0,0.5,1,3,0,9,0,4.5,6.5,0,0,0.5,8,3.25,0,3.5,3,2,3.75,3,3.5,5,10,7,3,7,8,4,4.5,0,2.25,2.5,0,4.5,0.5,2.25,4,4,9,0.5,4.5,6.5,"Medium","High",NA,"Medium","High","Low","High","Low","Medium","High","Fair","High","Low","Medium","High","Medium","Medium","Medium","West"
