"","state","year","date","overall_max","so_max","gi_max","so_marriage_max","so_relationships_max","so_adoption_max","so_discrimination_max","so_religion_max","so_youth_max","so_health_safety_max","so_healthcare_max","so_crime_max","so_identity_max","gi_marriage_max","gi_relationships_max","gi_adoption_max","gi_discrimination_max","gi_religion_max","gi_youth_max","gi_health_safety_max","gi_healthcare_max","gi_crime_max","gi_identity_max","all_marriage_max","all_relationships_max","all_adoption_max","all_discrimination_max","all_religion_max","all_youth_max","all_health_safety_max","all_healthcare_max","all_crime_max","all_identity_max","overall","so","gi","so_marriage","so_relationships","so_adoption","so_discrimination","so_religion","so_youth","so_health_safety","so_healthcare","so_crime","so_identity","gi_marriage","gi_relationships","gi_adoption","gi_discrimination","gi_religion","gi_youth","gi_health_safety","gi_healthcare","gi_crime","gi_identity","all_marriage","all_relationships","all_adoption","all_discrimination","all_religion","all_youth","all_health_safety","all_healthcare","all_crime","all_identity","so_theme1_relationships_max","so_theme2_nondisc_max","so_theme3_identity_max","so_theme4_youth_max","so_theme5_healthcrim_max","gi_theme1_relationships_max","gi_theme2_nondisc_max","gi_theme3_identity_max","gi_theme4_youth_max","gi_theme5_healthcrim_max","theme1_relationships_max","theme2_nondisc_max","theme3_identity_max","theme4_youth_max","theme5_healthcrim_max","so_theme1_relationships","so_theme2_nondisc","so_theme3_identity","so_theme4_youth","so_theme5_healthcrim","gi_theme1_relationships","gi_theme2_nondisc","gi_theme3_identity","gi_theme4_youth","gi_theme5_healthcrim","theme1_relationships","theme2_nondisc","theme3_identity","theme4_youth","theme5_healthcrim","so_theme1_relationships_ord","so_theme2_nondisc_ord","so_theme3_identity_ord","so_theme4_youth_ord","so_theme5_healthcrim_ord","gi_theme1_relationships_ord","gi_theme2_nondisc_ord","gi_theme3_identity_ord","gi_theme4_youth_ord","gi_theme5_healthcrim_ord","theme1_relationships_ord","theme2_nondisc_ord","theme3_identity_ord","theme4_youth_ord","theme5_healthcrim_ord","overall_ord","so_ord","gi_ord","Region"
"180","Montana",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,7.75,3.75,4,0,3,0,0.5,0,0.25,0,0.5,-0.5,0,0,0,0,0.5,0,0,0,3,-0.5,1,0,3,0,1,0,0.25,0,3.5,-1,1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3,0.5,0,0.25,0,0,0.5,1,0,2.5,3,1,1,0.25,2.5,"Fair","Low",NA,"Low","Low","Low","Low","Fair","Low","Fair","Fair","Low","Fair","Low","Low","Low","Low","Low","West"
"181","Nebraska",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,-0.5,3,-3.5,0,2,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,-1.5,-0.5,-1.5,0,2,0,0,0,0,0,-1,0,-1.5,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,0,0,0,1,0,0,-1.5,0,-2,2,0,-1.5,0,-1,"Fair","Low",NA,"Low","Fair","Low","Low","Negative","Low","Negative","Low","Low","Negative","Low","Negative","Negative","Low","Negative","Midwest"
"182","Nevada",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,30.5,14,16.5,0,3.5,0,4.5,0,2.5,0,2,1.5,0,0,0,0,4.5,0,2.5,0,4,1.5,4,0,3.5,0,9,0,5,0,6,3,4,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3.5,4.5,0,2.5,3.5,0,4.5,4,2.5,5.5,3.5,9,4,5,9,"Fair","High",NA,"Medium","High","Low","High","High","Medium","High","Fair","High","High","Medium","High","High","Medium","High","West"
"183","New Hampshire",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,18,10.25,7.75,0,2,0,3.5,0,3.25,0,0.5,1,0,0,0,0,3.5,0,3,0,1.5,0,-0.25,0,2,0,7,0,6.25,0,2,1,-0.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,3.5,0,3.25,1.5,0,3.5,-0.25,3,1.5,2,7,-0.25,6.25,3,"Fair","High",NA,"High","Fair","Low","High","Negative","High","Low","Low","High","Negative","High","Fair","Fair","Medium","Fair","Northeast"
"184","New Jersey",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,29.75,15.75,14,0,7,0,4.5,0,3.25,0,0.5,0.5,0,0,2,0,4.5,0,3.25,0,3,0.5,0.75,0,9,0,9,0,6.5,0,3.5,1,0.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,7,4.5,0,3.25,1,2,4.5,0.75,3.25,3.5,9,9,0.75,6.5,4.5,"High","High",NA,"High","Fair","High","High","Low","High","Medium","High","High","Low","High","Fair","High","High","Medium","Northeast"
"185","New Mexico",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,23,11.75,11.25,0,3,0,4.5,-0.25,3,0,0.5,1,0,0,0,0,4.5,-0.25,2.25,0,2,1,1.75,0,3,0,9,-0.5,5.25,0,2.5,2,1.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3,4.25,0,3,1.5,0,4.25,1.75,2.25,3,3,8.5,1.75,5.25,4.5,"Fair","High",NA,"High","Fair","Low","High","Fair","Medium","Fair","Fair","High","Fair","High","Fair","Medium","Medium","Medium","West"
"186","New York",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,35,18.5,16.5,0,6.5,0,4.5,0,3.5,0,2,2,0,0,2,0,4.5,0,3.25,0,3.5,2,1.25,0,8.5,0,9,0,6.75,0,5.5,4,1.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,6.5,4.5,0,3.5,4,2,4.5,1.25,3.25,5.5,8.5,9,1.25,6.75,9.5,"High","High",NA,"High","High","High","High","Fair","High","High","High","High","Fair","High","High","High","High","High","Northeast"
"187","North Carolina",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,3.5,3.75,-0.25,0,2,0,0,-0.25,1.5,0,1,-0.5,0,0,0,0,0,0,1.5,0,0,-0.5,-1.25,0,2,0,0,-0.25,3,0,1,-1,-1.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,-0.25,0,1.5,0.5,0,0,-1.25,1.5,-0.5,2,-0.25,-1.25,3,0,"Fair","Negative",NA,"Fair","Low","Low","Low","Negative","Fair","Negative","Low","Negative","Negative","Fair","Low","Low","Low","Negative","South"
"188","North Dakota",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,-0.25,2,-2.25,0,2,0,0,-0.25,0.25,0,0.5,-0.5,0,0,0,0,0,-0.25,0,0,-0.5,-0.5,-1,0,2,0,0,-0.5,0.25,0,0,-1,-1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,-0.25,0,0.25,0,0,-0.25,-1,0,-1,2,-0.5,-1,0.25,-1,"Fair","Negative",NA,"Low","Low","Low","Negative","Negative","Low","Negative","Low","Negative","Negative","Low","Negative","Negative","Low","Negative","Midwest"
"189","Ohio",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,1.75,3,-1.25,0,2,0,1.25,0,0.25,0,0.5,-1,0,0,0,0,1.25,0,0,0,-1,-1,-0.5,0,2,0,2.5,0,0.25,0,-0.5,-2,-0.5,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,1.25,0,0.25,-0.5,0,1.25,-0.5,0,-2,2,2.5,-0.5,0.25,-2.5,"Fair","Fair",NA,"Low","Negative","Low","Fair","Negative","Low","Negative","Low","Fair","Negative","Low","Negative","Low","Low","Negative","Midwest"
"190","Oklahoma",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,1,3,-2,0,3.5,0,0,-0.5,-0.5,0,1,-0.5,0,0,0,0,0,-0.5,-0.5,0,0.5,-0.5,-1,0,3.5,0,0,-1,-1,0,1.5,-1,-1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3.5,-0.5,0,-0.5,0.5,0,-0.5,-1,-0.5,0,3.5,-1,-1,-1,0.5,"Fair","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Low","Fair","Negative","Negative","Negative","Low","Low","Low","Negative","South"
"191","Oregon",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,30.75,15.25,15.5,0,6,0,3.5,0,3.25,0,1.5,1,0,0,0,0,3.5,0,3,0,4,1,4,0,6,0,7,0,6.25,0,5.5,2,4,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,6,3.5,0,3.25,2.5,0,3.5,4,3,5,6,7,4,6.25,7.5,"High","High",NA,"High","Medium","Low","High","High","High","High","Medium","High","High","High","Medium","High","High","High","West"
"192","Pennsylvania",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,15,7.5,7.5,0,3,0,2.75,-0.25,1.5,0,1,-0.5,0,0,0,0,2.75,-0.25,0.75,0,3,-0.5,1.75,0,3,0,5.5,-0.5,2.25,0,4,-1,1.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,3,2.5,0,1.5,0.5,0,2.5,1.75,0.75,2.5,3,5,1.75,2.25,3,"Fair","High",NA,"Fair","Low","Low","Medium","Fair","Low","Fair","Fair","Medium","Fair","Fair","Fair","Fair","Fair","Fair","Northeast"
"193","Rhode Island",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,33.25,16.25,17,0,5.5,0,4.5,-0.25,2.5,0,2,2,0,0,2,0,4.5,-0.25,2.25,0,4.5,2,2,0,7.5,0,9,-0.5,4.75,0,6.5,4,2,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,5.5,4.25,0,2.5,4,2,4.25,2,2.25,6.5,7.5,8.5,2,4.75,10.5,"Medium","High",NA,"Medium","High","High","High","Medium","Medium","High","High","High","Medium","Medium","High","High","High","High","Northeast"
"194","South Carolina",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,0.5,1.5,-1,0,2,0,0,-0.5,-0.5,0,1,-0.5,0,0,0,0,0,-0.5,-0.5,0,0.5,-0.5,0,0,2,0,0,-1,-1,0,1.5,-1,0,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,-0.5,0,-0.5,0.5,0,-0.5,0,-0.5,0,2,-1,0,-1,0.5,"Fair","Negative",NA,"Negative","Low","Low","Negative","Low","Negative","Low","Low","Negative","Low","Negative","Low","Low","Low","Negative","South"
"195","South Dakota",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,-2.5,0,-2.5,0,1.5,0,0,-0.25,-0.25,0,0,-1,0,0,0,0,0,-0.25,-0.25,0,0,-1,-1,0,1.5,0,0,-0.5,-0.5,0,0,-2,-1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,-0.25,0,-0.25,-1,0,-0.25,-1,-0.25,-1,1.5,-0.5,-1,-0.5,-2,"Low","Negative",NA,"Negative","Negative","Low","Negative","Negative","Negative","Negative","Low","Negative","Negative","Negative","Negative","Negative","Low","Negative","Midwest"
"196","Tennessee",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,-2.25,1.25,-3.5,0,2,0,-0.5,-0.5,0.25,0,0,0,0,0,0,0,-0.5,-0.5,0.25,0,-1.5,-0.25,-1,0,2,0,-1,-1,0.5,0,-1.5,-0.25,-1,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,-1,0,0.25,0,0,-1,-1,0.25,-1.75,2,-2,-1,0.5,-1.75,"Fair","Negative",NA,"Low","Low","Low","Negative","Negative","Low","Negative","Low","Negative","Negative","Low","Negative","Negative","Low","Negative","South"
"197","Texas",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,1.5,3,-1.5,0,2,0,0,-0.5,-0.5,0,1,1,0,0,0,0,0,-0.5,-0.5,0,-0.5,0,0,0,2,0,0,-1,-1,0,0.5,1,0,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,-0.5,0,-0.5,2,0,-0.5,0,-0.5,-0.5,2,-1,0,-1,1.5,"Fair","Negative",NA,"Negative","Medium","Low","Negative","Low","Negative","Negative","Low","Negative","Low","Negative","Low","Low","Low","Negative","South"
"198","Utah",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,10.25,5.25,5,0,1.5,0,2.5,0,1.25,0,0,0,0,0,0,0,2.5,0,0.75,0,0,0,1.75,0,1.5,0,5,0,2,0,0,0,1.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,2.5,0,1.25,0,0,2.5,1.75,0.75,0,1.5,5,1.75,2,0,"Low","High",NA,"Fair","Low","Low","Medium","Fair","Low","Low","Low","Medium","Fair","Fair","Low","Fair","Fair","Fair","West"
"199","Vermont",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,32,15.75,16.25,0,5,0,4.5,0,3.25,0,2,1,0,0,0,0,4.5,0,3.25,0,4,1,3.5,0,5,0,9,0,6.5,0,6,2,3.5,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,5,4.5,0,3.25,3,0,4.5,3.5,3.25,5,5,9,3.5,6.5,8,"Medium","High",NA,"High","High","Low","High","High","High","High","Medium","High","High","High","High","High","High","High","Northeast"
"200","Virginia",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,2.25,1.5,0.75,0,1.5,0,0.5,-0.5,0,0,0.5,-0.5,0,0,0,0,0.5,-0.5,0,0,0.5,-0.5,0.75,0,1.5,0,1,-1,0,0,1,-1,0.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,1.5,0,0,0,0,0,0,0.75,0,0,1.5,0,0.75,0,0,"Low","Low",NA,"Low","Low","Low","Low","Low","Low","Low","Low","Low","Low","Low","Low","Low","Low","Low","South"
"201","Washington",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,28.75,13.25,15.5,0,4,0,4.5,0,3.25,0,1.5,0,0,0,0,0,4.5,0,3.25,0,4,0,3.75,0,4,0,9,0,6.5,0,5.5,0,3.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,4,4.5,0,3.25,1.5,0,4.5,3.75,3.25,4,4,9,3.75,6.5,5.5,"Medium","High",NA,"High","Fair","Low","High","High","High","Medium","Fair","High","High","High","Medium","Medium","Medium","High","West"
"202","West Virginia",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,2,3.5,-1.5,0,2,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,2,0,0,0,1,0,-1,0,0,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,0,0,1,0.5,0,0,0,0,-1.5,2,0,0,1,-1,"Fair","Low",NA,"Fair","Low","Low","Low","Low","Low","Negative","Low","Low","Low","Low","Negative","Low","Low","Negative","South"
"203","Wisconsin",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,13.5,11,2.5,0,4.5,0,3.5,0,1.25,0,1,0.75,0,0,0,0,1,0,0,0,2.5,-0.25,-0.75,0,4.5,0,4.5,0,1.25,0,3.5,0.5,-0.75,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,4.5,3.5,0,1.25,1.75,0,1,-0.75,0,2.25,4.5,4.5,-0.75,1.25,4,"Medium","High",NA,"Fair","Fair","Low","Fair","Negative","Low","Fair","Fair","Medium","Negative","Low","Fair","Fair","Medium","Low","Midwest"
"204","Wyoming",2020,"2020-01-01T00:00:00Z",38.5,18.75,19.75,0,8,0,4.5,-1.25,3.5,0,2,2,0,0,2,0,4.5,-0.75,3.5,0,4.5,2,4,0,10,0,9,-2,7,0,6.5,4,4,1.5,2.25,-0.75,0,2,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,-1,0,0.25,0,2,0,0,0,0.25,0,-1,0,0.25,8,3.25,0,3.5,4,2,3.75,4,3.5,6.5,10,7,4,7,10.5,2,0,0,0.25,0,0,0,0.25,0,-1,2,0,0.25,0.25,-1,"Fair","Low",NA,"Low","Low","Low","Low","Low","Low","Negative","Low","Low","Low","Low","Negative","Low","Low","Negative","West"
"205","Alabama",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-6.5,-2,-4.5,0,1.5,0,0,-2.5,-1,0,0,0,0,0,0,0,0,-2.5,-1,0,0,0,-1,0,1.5,0,0,-5,-2,0,0,0,-1,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,1.5,-2.5,0,-1,0,0,-2.5,-1,-1,0,1.5,-5,-1,-2,0,"Fair","Negative",NA,"Negative","Low","Low","Negative","Negative","Negative","Low","Low","Negative","Negative","Negative","Low","Negative","Negative","Negative","South"
"206","Alaska",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,4.25,2.75,1.5,0,1.5,0,1.25,0,0.25,0,0,-0.25,0,0,0,0,0.75,0,0.25,0,-1,-0.25,1.75,0,1.5,0,2,0,0.5,0,-1,-0.5,1.75,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,1.5,1.25,0,0.25,-0.25,0,0.75,1.75,0.25,-1.25,1.5,2,1.75,0.5,-1.5,"Fair","High",NA,"Low","Negative","Low","Fair","Fair","Low","Negative","Low","Medium","Fair","Low","Negative","Low","Low","Low","West"
"207","Arizona",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,5.25,5.75,-0.5,0,2.5,0,1.75,-0.5,0,0,1,1,0,0,0,0,1.75,-0.5,0,0,-1,0,-0.75,0,2.5,0,3.5,-1,0,0,0,1,-0.75,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2.5,1.25,0,0,2,0,1.25,-0.75,0,-1,2.5,2.5,-0.75,0,1,"Fair","High",NA,"Low","Medium","Low","Medium","Negative","Low","Negative","Fair","High","Negative","Low","Low","Low","Fair","Negative","West"
"208","Arkansas",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,-0.5,1,-1.5,0,2,0,-1,-0.5,1,0,0.5,-1,0,0,0,0,-1,-0.5,1,0,-0.5,-1,0.5,0,2,0,-2,-1,2,0,0,-2,0.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,2,-1.5,0,1,-0.5,0,-1.5,0.5,1,-1.5,2,-3,0.5,2,-2,"Fair","Negative",NA,"Fair","Negative","Low","Negative","Low","Fair","Negative","Fair","Negative","Low","Fair","Negative","Negative","Low","Negative","South"
"209","California",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,34.75,16.5,18.25,0,5.25,0,3.5,0,4,0,2,1.75,0,0,1,0,3.5,0,4,0,4,1.75,4,0,6.25,0,7,0,8,0,6,3.5,4,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5.25,3.5,0,4,3.75,1,3.5,4,4,5.75,6.25,7,4,8,9.5,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","West"
"210","Colorado",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,33.25,16,17.25,0,4.75,0,4.5,0,3.5,0,1.5,1.75,0,0,1,0,4.5,0,3.5,0,3.5,1.75,3,0,5.75,0,9,0,7,0,5,3.5,3,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4.75,4.5,0,3.5,3.25,1,4.5,3,3.5,5.25,5.75,9,3,7,8.5,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","West"
"211","Connecticut",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,34.5,15.5,19,0,5,0,4.5,-0.5,3.5,0,1,2,0,0,1,0,4.5,-0.5,4,0,4,2,4,0,6,0,9,-1,7.5,0,5,4,4,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5,4,0,3.5,3,1,4,4,4,6,6,8,4,7.5,9,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Northeast"
"212","Delaware",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,25.25,12.5,12.75,0,4,0,3.5,0,2.5,0,2,0.5,0,0,1,0,3.5,0,2.5,0,4.5,0.5,0.75,0,5,0,7,0,5,0,6.5,1,0.75,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,4,3.5,0,2.5,2.5,1,3.5,0.75,2.5,5,5,7,0.75,5,7.5,"Medium","High",NA,"Medium","Medium","High","High","Low","Medium","High","Medium","High","Low","Medium","Medium","High","High","Medium","South"
"213","DC",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,32.5,15.5,17,0,5.5,0,3.5,0,3.5,0,2,1,0,0,1,0,3.5,0,3.5,0,4.5,1,3.5,0,6.5,0,7,0,7,0,6.5,2,3.5,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,5.5,3.5,0,3.5,3,1,3.5,3.5,3.5,5.5,6.5,7,3.5,7,8.5,"High","High",NA,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","South"
"214","Florida",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,10.25,5.75,4.5,0,1.5,0,2.75,-0.5,1,0,1,0,0,0,0,0,2.75,-0.5,1,0,0,-1,2.25,0,1.5,0,5.5,-1,2,0,1,-1,2.25,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,1.5,2.25,0,1,1,0,2.25,2.25,1,-1,1.5,4.5,2.25,2,0,"Fair","High",NA,"Fair","Fair","Low","High","Medium","Fair","Negative","Low","High","Medium","Fair","Low","Fair","Fair","Fair","South"
"215","Georgia",2021,"2021-01-06T00:00:00Z",32.5,15,17.5,0,6,0,4.5,-3.5,4,0,2,2,0,0,1,0,4.5,-2.5,4,0,4.5,2,4,0,7,0,9,-6,8,0,6.5,4,4,0,3,-3,0,1.5,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,-0.5,0.5,-3,0,1.5,0,0,0,0,0,0.5,1,-3,6,1,0,4,4,1,2,4,4,6.5,7,3,4,8,10.5,1.5,0,0,0,1.5,0,0,-3,0,0,1.5,0,-3,0,1.5,"Fair","Low",NA,"Low","Fair","Low","Low","Negative","Low","Low","Low","Low","Negative","Low","Low","Low","Low","Negative","South"
